name,latitude,longitude,amenity,highway,
b8,18.6696141,73.803506,,,
b13,18.6695941,73.803499,,,
b16,18.6696488,73.803566,,,
b11,18.6696075,73.803453,,,
b14,18.6695878,73.8035208,,,
b15,18.6695811,73.8035452,,,
b18,18.6696611,73.8035171,,,
b17,18.6696554,73.8035412,,,
b19,18.6696678,73.8034946,,,
Highland,18.5639219,73.777212,restaurant,,
Shaniwar Wada Amphitheatre,18.5204768,73.8553024,theatre,,
Hriday Siddhee Heart and Skin Superspeciality clinic,18.4477544,73.8314122,clinic,,
Surya Dignostic and Speciality Clinic,18.4595708,73.7851739,clinic,,
Loknete Gopinatharo Munde Memorial Diagnostic & Health Care Centre,18.4532771,73.873948,clinic,,
Sneh Child Care Clinic,18.5198011,73.8712374,clinic,,
Siraskar Krushi Trading Company,18.562359,73.9790424,,,
J J Garden,18.5211477,73.872096,,,
best cafe,18.5191226,73.8759631,cafe,,
Tapadiya's Dental Casa,18.5037932,73.8562917,clinic,,
Dr. Rajesh Badani,18.5792889,73.7853335,clinic,,
Premacha Cha,18.7456534,73.8598419,,,
Neha Music Studios,18.4987408,73.8382785,cafe,,
Ishaan Orthopedic Clinic,18.4711076,73.8633772,clinic,,
Kalyani_Nagar,18.5548987,73.9065988,metroStation,,
Balaji,18.4819361,73.8989314,,,
Lakevilla,18.4304461,73.8367335,,,
Gavkos,18.399409,73.6684665,,,
Jagtap Clinic and Research Centre,18.5041547,73.8548551,clinic,,
Habibi Cafe,18.5898977,73.8637178,cafe,,
BB library,18.5899687,73.8638242,library,,
city hospiyal,18.4713114,73.8878684,hospital,,
omkar cafe,18.4713805,73.887929,cafe,,
Caring Clinic,18.5223414,73.8643689,nursing_home,,
Green Park,18.5221277,73.8632105,,,
Mochi Cafe,18.5229615,73.8638644,cafe,,
Bangtan store,18.5234132,73.864668,,,
ss medical,18.5217914,73.8793287,,,
Cafe coffee shop,18.5084498,73.795336,cafe,,
cafe  coffee  day,18.5216088,73.8792163,cafe,,
Oasis Orthopaedic & Sonography Clinic,18.504039,73.9307918,clinic,,
Cafe Grand,18.4751184,73.8854081,cafe,,
Study Library,18.4703121,73.8891941,library,,
Om Hospital in Pune,18.4747094,73.8844764,hospital,,
Jivan Medical And General Stores,18.4750451,73.8857009,,,
The Sandwich Bar,18.5600932,73.7826479,fast_food,,
Kendriya Vidyalaya Lohgaon,18.5778259,73.903067,bus_station,,
"Dr.Sampat Dumbre Patil, orthopaedic surgeon",18.5040531,73.9309888,clinic,,
Gaurav Fresh Mart,18.6054872,73.91008,,,
Girija Veg,18.6019575,73.9111276,restaurant,,
Joshi Wadewaale,18.6039313,73.9099052,cafe,,
Sai Shradha Health Care Centre,18.6001094,73.9096618,hospital,,
Waah! Indore,18.604376,73.9099524,restaurant,,
Rupesh Misal and Wada Paav Center,18.7034956,73.6838957,fast_food,,
Cafe Sky,18.5253605,73.8403187,cafe,,
The Verandah,18.5049649,73.8314747,restaurant,,
Primes & Zooms,18.5313697,73.8423255,,,
Chellaram Hospital,18.5196786,73.769934,hospital,,
Radhakrishna Temple,18.7346852,73.6791673,place_of_worship,,
Deshmukh Clinic & Research Centre,18.5104258,73.8464875,clinic,,
Dream Lunch,18.7345221,73.6789007,restaurant,,
Hindustan Petroleum Petrol Pump,18.5522808,73.7559139,fuel,,
Dr. Babasaheb Ambedkar Statue,18.5475079,73.8262737,,,
Chicken Vicken Baramati Agro Ltd,18.604584,73.9097353,,,
Om Childrens Clinic,18.597536,73.9088733,hospital,,
Agatya Restaurant,18.5983188,73.9090997,restaurant,,
Matoshree Medico,18.5220109,73.7647911,pharmacy,,
Masters Biryani n Grill,18.6044495,73.9099497,restaurant,,
Mobile Accessories Shop,18.6050146,73.9098308,,,
Haldirams,18.6037456,73.9097589,restaurant,,
Jockey Exclusive Store,18.6039577,73.9097377,,,
More Supermarket,18.6037946,73.9097414,,,
Pride Gift World,18.6040045,73.9097607,,,
Apple Chemists,18.6029081,73.9095552,pharmacy,,
Sangam Steel and Home Appliances,18.6030686,73.9096166,,,
Radhe Radhe Foods Decor,18.6029443,73.9093957,,,
Smart Chemist Medical,18.6078417,73.9109529,pharmacy,,
Choice Auto Spares and Service Point,18.607407,73.9110616,,,
Pune Mithai,18.607749,73.9109118,,,
ZUDIO,18.6060632,73.9099208,,,
Diamond Food Bazar,18.6075458,73.910906,,,
Vinayak Super Market,18.6074925,73.9110868,,,
Ramas Furniture Mall,18.6082835,73.9108965,,,
Fry Pan,18.6082977,73.9112077,restaurant,,
Enjoy Beer Shoppee,18.6097826,73.9113853,,,
Happy Momos,18.6098258,73.9113762,restaurant,,
The Thali Bistro,18.6103849,73.9115553,restaurant,,
Car Tech Services,18.6102171,73.9115027,,,
Smashers Arena Badminton Court,18.612283,73.9118205,,,
Durga Mandir,18.6116192,73.9116165,place_of_worship,,
Panthloons,18.6040651,73.9099367,,,
Grocery store,18.522055,73.7646681,,,
Micro Dentist Clinic,18.5219991,73.7648398,dentist,,
Moolchand Mithai shop,18.5407035,73.8306237,,,
Mahatma Jyotirao Phule statue,18.5548845,73.8232525,,,
Pune University Fountain,18.5533156,73.8241604,fountain,,
Chhatrapati Shivaji Maharaj statue,18.5445393,73.8284233,,,
Thite Multispeciality Hospital,18.5629303,73.9400147,hospital,,
Metropolis Healthcare Ltd,18.5078453,73.8265103,hospital,,
Shree laxmi Hospital,18.5503243,73.9372721,hospital,,
ABS nanded city,18.4599438,73.7854027,,,
Chetana Super market,18.4745607,73.8138527,,,
Ganraj Optician,18.4796009,73.8244045,,,
Premaji Sweets,18.5219505,73.7656077,,,
Hotel Peacock,18.504806,73.855013,restaurant,,
Kwality Resto Bar & Restaurant,18.5087947,73.8352105,restaurant,,
Girija Juice Bar,18.5060971,73.8523384,restaurant,,
The Brown Cafe,18.5009384,73.8048096,cafe,,
Arya Beauty Parlour,18.5100967,73.8481487,,,
Hotel Mirch Masala,18.4935627,73.814064,restaurant,,
Ganjraj,18.5091877,73.8539352,restaurant,,
Mathura,18.5189279,73.8446593,restaurant,,
Singh Saab Da Dhaba,18.5443134,73.7754364,restaurant,,
Rangla Punjab,18.5424366,73.7763138,restaurant,,
N.I.P.R Bar,18.4990414,73.8191883,bar,,
Yash Medicals,18.5102354,73.8488941,pharmacy,,
Hotel Palkhi,18.6750987,73.8970657,restaurant,,
Neha's Cafe,18.4897121,73.8499352,cafe,,
Apple medical store,18.5219903,73.7655086,pharmacy,,
Marshall's Book Cafe,18.5635624,73.8123093,cafe,,
A J Motors,18.5436323,73.7765327,,,
Rahul Pharma,18.5104017,73.8476123,pharmacy,,
PVR Icon - Pavilion Mall,18.5342436,73.8296674,cinema,,
Vasudha Medico,18.5463952,73.8203671,pharmacy,,
Barometer,18.4988618,73.8192031,restaurant,,
Apte Motor School,18.5122209,73.8440235,driving_school,,
Bacharika Kitchen & Bar,18.5027208,73.8170739,restaurant,,
Ruby Hall,18.5334658,73.8769727,hospital,,
Purohit Sweets,18.5115388,73.8664115,,,
R S Sports Complex,18.4813755,73.8198413,,,
2BHK Restaurant & Bar,18.4860665,73.8604629,bar,,
signature,18.521665,73.8717493,restaurant,,
pizza hut,18.5139824,73.901171,cafe,,
Peter cafe,18.4769289,73.9107678,cafe,,
Prisha ENT Clinic,prisha ENT  clinic,18.4706313,73.8633284,clinic,hospital
Hridan Speciality Clinic,18.5519038,73.9367351,clinic,,
Dr. Jagdish Dhake,18.4871931,73.8570132,clinic,,
Dr. Hasmukh Gujar,18.4927152,73.8567317,clinic,,
The Cartoon Cafe,18.555899,73.9205169,cafe,,
57. Lorraine.,18.5092824,73.9085467,,,
Big Wing Pune East,18.5366198,73.8763502,,,
Terttulia Bistro,18.5693465,73.7745143,restaurant,,
SWIG Bar & Eatery,18.5694968,73.7745139,restaurant,,
Theobroma,18.5696651,73.7745119,,,
Dorabjee's,18.5700184,73.7744996,,,
Amantra Spa & Salon,18.5703724,73.7743519,,,
Oopsa Daisy!,18.5703648,73.7741026,,,
Independence Brewing Co.,18.5711254,73.775001,restaurant,,
Gopal Wellcare,18.5713237,73.7749938,,,
Supreme Mart,18.5713988,73.7749848,,,
Mr.Vandal,18.5714943,73.7749848,restaurant,,
Hippie @ Heart,18.5719984,73.7749646,restaurant,,
Crazy Noodles,18.572109,73.7749667,restaurant,,
The Old Mansion,18.5659175,73.7762913,restaurant,,
Indian Oil Petrol CNG Pump,18.5695016,73.8172069,fuel,,
Sayar Clinic,18.4734788,73.8626024,clinic,,
Chittarao Ganesh Temple,18.6192545,73.7824318,place_of_worship,,
Classic Bakery,18.6193662,73.7823338,,,
mehta medical,18.6190461,73.7828916,,,
7 Scooters,18.6189762,73.7830227,motorcycle_rental,,
New Poona Boarding House,18.5116828,73.8486243,restaurant,,
Fabindia,18.5662369,73.7719123,,,
Daily delights,18.5645068,73.7848963,,,
Prestige,18.5645163,73.7762323,,,
Sketchers,18.5636299,73.7765054,,,
Zudio,18.5637639,73.7764995,,,
Chahachi Tallaf,18.5639378,73.7775452,fast_food,,
Paasha,18.5324919,73.8295514,restaurant,,
The Raymond Shop,18.5352783,73.8299375,,,
Benecare Superspeciality Hospital,18.5639725,73.777019,hospital,,
Shri Chandramouleshwar Mahdev Mandir,18.5022955,73.9272303,place_of_worship,,
Harneshwar Shiv Temple,18.7375469,73.6646473,place_of_worship,,
Barista,18.5539234,73.9039502,cafe,,
Katraj Talao,18.4440589,73.8617934,,,
Balwantpuram Samrajya Swimming Pool,18.5148452,73.8070465,,,
Dr. Bilal's Crystal Medicare Clinic,18.5493077,73.8889117,clinic,,
Dr. Smita deo Vedika Clinic,18.5584551,73.7918433,clinic,,
Swamini Saree,18.5135738,73.8528543,,,
Tathastu,18.5129346,73.8474597,,,
Chhatrapati Sambhaji Maharaj statue,18.5156965,73.8421485,,,
Book sculpture,18.5202151,73.8305024,,,
Masjid Hazarat Bilal,18.5182148,73.7782572,place_of_worship,,
Karnataka Bank,18.5165979,73.7719489,bank,,
Shree Gurudatta Ganesh Mandir,18.5170094,73.7711279,place_of_worship,,
Kadjai Maata temple,18.357756,73.8461503,place_of_worship,,
Mandir,18.385962,73.8302168,place_of_worship,,
Savarkar Hall,18.5093336,73.7941357,community_centre,,
Durga Mata mandir,18.5432834,73.7847415,place_of_worship,,
Tirupati Hospital,18.5167814,73.774807,hospital,,
Shree Vitthal Rukhumai Mandir,18.515986,73.7748928,place_of_worship,,
Kalbhairav Mandir,18.5176169,73.7771714,place_of_worship,,
Padmavati Devi Mandir,18.5013252,73.7503502,place_of_worship,,
Vitalife Clinic Bavdhan,18.5119527,73.7824657,clinic,,
Naturals Ice Cream,18.5141652,73.7822662,ice_cream,,
Garva Biryani,18.5126197,73.7821159,restaurant,,
Suryadatta college of Management,18.5202898,73.7731303,university,,
Chhatrapati_Sambhaji_Udyan,18.5214578,73.8381908,metroStation,,
The Suryadatta Education Foundation,18.5196451,73.773235,university,,
Elephant and Co.,18.5643913,73.7803936,pub,,
Kannu Ki Chai,18.4793292,73.9014673,cafe,,
Reddy's Dental Clinic,18.6238779,73.7305932,dentist,,
Raj,18.5104583,73.8339961,,,
Janorkar's Gym,18.4723842,73.8210634,,,
Ishwar,18.489082,73.8457991,,,
Pen sculpture,18.5251385,73.829486,,,
Derpartment Of Environments Science,18.5468533,73.8268291,place_of_worship,,
FRIENDS,18.4993248,73.8477321,cafe,,
दत्त मंदिर,18.6495166,73.6845402,place_of_worship,,
National shop,18.5109276,73.8293002,,,
Police Welfare Petrol pump,18.5435847,73.8244345,fuel,,
Krantijyoti Savitribai Phule statue,18.5530175,73.8251377,,,
Little me,18.5145681,73.8319805,,,
Dr. Advait Kothurkar,18.5246551,73.842476,clinic,,
Pushp Superspeciality Clinic,18.5983213,73.7904995,clinic,,
Dr. Sathe's cardiac clinic,18.5175359,73.8339951,clinic,,
Patil Eye Hospital,18.646076,73.8499688,hospital,,
Mankar dosa,18.5125517,73.7820923,restaurant,,
Dr. Gadkari Cardiac clinic,18.5330242,73.8473745,clinic,,
Suhrud clinic,18.4971906,73.8554839,clinic,,
G.A. supermarket,18.5222683,73.764587,,,
Aditya Pure Veg,18.5146914,73.7820515,restaurant,,
Manthan sweets,18.5203056,73.7670816,,,
Pashan vegetable market,18.5376316,73.7941612,marketplace,,
Parihar furnitue,18.5655112,73.8076712,,,
Dr. Babasaheb Ambedkar statue,18.5603766,73.803145,,,
Pashan post office,18.5371907,73.795147,post_office,,
Panacea Multispeciality Clinic,18.5165382,73.8035744,clinic,,
Khau,18.5110393,73.7779355,restaurant,,
Jay Bhagwan medical shop,18.5199799,73.767731,pharmacy,,
Classic men's parlour,18.5203362,73.7666216,,,
Super chicken,18.5222386,73.7646196,,,
HDFC Bank - Bavdhan Budruk Branch,18.5197995,73.7675932,bank,,
VGF Mart,18.5221852,73.7644292,,,
Radhe Radhe snacks,18.5222328,73.764454,cafe,,
Smart look barber shop,18.5216352,73.7656795,,,
Chai Sutta Premi,18.5215614,73.7654676,cafe,,
Siddharth auto,18.5221731,73.7648405,,,
Sarkar special,18.5203194,73.76666,cafe,,
Ambika Harware,18.5216596,73.7653865,,,
Arman men's parlour,18.52222,73.7646601,,,
Mataji medicals,18.5215707,73.7657561,pharmacy,,
Mamta novelties,18.5221828,73.7647733,,,
Warkari Statue,18.5202209,73.7786115,,,
Durga cafe,18.5202307,73.7779344,restaurant,,
HP gas store,18.5202142,73.7780202,,,
Krushna Sweets,18.5204558,73.7787679,,,
Medicare,18.5209309,73.7740332,pharmacy,,
Surya men's parlour,18.5201432,73.7782883,,,
Puneri food,18.5201238,73.7674745,,,
Chhatrapati Smaran Shilp,18.5178337,73.7800815,,,
Gypsi House by Slay,18.5373058,73.9336854,bar,,
Urban Kurtis,18.5216167,73.7657167,,,
Cake O'clock,18.5201318,73.7674407,,,
Smoking Guruji,18.5206363,73.7775761,,,
Ganesh medicals,18.520179,73.7782086,pharmacy,,
Opticks,18.5205931,73.7777757,,,
Shree medicals,18.5201524,73.7717954,pharmacy,,
Barbeque misal,18.5142635,73.7822455,restaurant,,
Kailash supermarket,18.521534,73.7655273,,,
365 salon,18.521899,73.7652604,,,
Maya steel,18.5206372,73.7759281,,,
Pathare dairy,18.520216,73.7672232,,,
Dr. Bharat Patel Clinic,18.5199582,73.8721693,clinic,,
ASPEN Clinic,18.4771214,73.8967846,clinic,,
Central Government Touring Officers Guest House,18.495322,73.8621703,,,
Swami Samartha Mandir,18.5205244,73.8627733,place_of_worship,,
Shree Baba Ramdev Dhaba,18.6639272,73.7676499,restaurant,,
Shri Rajalakshmi Super Shoppe,18.5113134,73.775368,,,
Relax Medico,18.5113076,73.7754102,pharmacy,,
Aryan Suzuki,18.5643257,73.7795044,,,
Equestrian Sports Club,18.7409233,73.9025287,,,
औषधाचे दुकान,18.5853311,73.7817226,pharmacy,,
Symbiosis University Hospital & Research Centre,18.5389496,73.7279701,hospital,,
Dr Madhusudan Asawa | The Heart Clinic,18.5012069,73.8479507,clinic,,
Health Havens Clinic,18.4770909,73.8967532,clinic,,
Transworld Technologies,18.5678097,73.9190361,office,,
Unmesh Orthopedic Clinic,18.501414,73.8487739,clinic,,
Pune Pet Park,18.6009118,73.9618178,,,
Star Market,18.5516505,73.794735,,,
Hotel Ronita Paratha,18.5427925,73.7879538,restaurant,,
Venutai Yashwant Rao Chavan Primary School,18.5399986,73.783761,school,,
Maruti Suzuki Arena Service Centre,18.5410353,73.7841609,,,
Sri Balaji Mandir,18.5379356,73.7856984,place_of_worship,,
NCL Post Office,18.5393408,73.8131735,post_office,,
Wireless Police Officers Headquarters,18.5403061,73.8240041,police,,
Asian School of Cyber Laws,18.5525484,73.7710341,college,,
Puma Factory Outlet,18.5566334,73.7940954,,,
Jyoti Appliances,18.5608045,73.7882881,,,
Levi's Outlet Store,18.5567385,73.794019,,,
Godrej Godown Pune vadaki Nala,18.4226672,73.9828208,,,
Zila Parishad Primary School Chande,18.5549169,73.698477,school,,
Zilla Parishad Primary School Mulkhed,18.5413596,73.6873987,school,,
Orange Childrens Clinic,18.5547443,73.8047827,clinic,,
Apex Speciality Clinic,18.4761111,73.8621061,clinic,,
Elephant & Co.,18.5471326,73.9006668,restaurant,,
Babyhub,18.5595777,73.7903514,,,
मेडिप्लस,18.5952914,73.769299,pharmacy,,
द पेट्स हब,18.5958077,73.7694884,,,
एस पी मार्ट,18.5987454,73.769849,,,
Tea villa cafe,18.5983735,73.7694434,restaurant,,
प्रदीप स्वीट्स,18.5983208,73.769462,,,
न्यू महाराष्ट्र स्क्रॅप सेंटर,18.5972303,73.7692466,recycling,,
स्टार बाजार,18.5965035,73.7687197,,,
ॐ नमः शिवाय,18.5960021,73.7691102,,,
ग्लोबल पंजाब,18.5955841,73.7689848,restaurant,,
Wellness forever,18.5955581,73.768883,pharmacy,,
Oh Deli,18.5950168,73.7685,restaurant,,
The Mafia Sky Lounge,18.568648,73.9084491,restaurant,,
Players Lounge,18.5700422,73.90853,nightclub,,
क्लासिक मेन्स पार्लर,18.5958901,73.7710639,,,
सुहास एकबोटे फर्निचर,18.6294478,73.7762121,,,
पु.ना.गाडगीळ,18.6303249,73.7791867,,,
Creamy Slice By Anu,18.5977308,73.7638132,,,
Katraj,18.4566634,73.8824897,metroStation,,
कन्नू की चा,18.5976186,73.7697285,fast_food,,
Dr. Sarafs Joints Clinic,18.511803,73.8366737,clinic,,
Rainbow clinic,18.5658944,73.8071957,clinic,,
प्रेमजी मिठाईवाले,18.5862363,73.7809374,,,
बालाजी भेळ,18.5958771,73.770991,fast_food,,
Ather space,18.5189271,73.8304605,,,
KC TVS,18.6258866,73.8055254,,,
Urozoone Kidney care clinic,18.5686242,73.9074649,clinic,,
Yogi Holiday Resort,18.5045126,73.7884965,,,
Sahaja Yoga Main Meditation Center,18.4881035,73.7800041,,,
Market express,18.5954722,73.768403,,,
Pro Natural,18.6340684,73.8128775,,,
पु ना गाडगीळ ज्वेलर्स,18.5951473,73.7886124,,,
रांका ज्वेलर,18.5985341,73.7916048,,,
गणेश होम अप्लायन्सेस,18.5983015,73.7741681,,,
शेगांव कचोरी,18.5984352,73.7742369,fast_food,,
श्री आशा पुरी भोजनालय,18.5984123,73.7745457,restaurant,,
दवा इंडिया,18.598299,73.7745024,,,
मिठी मिठास,18.5954459,73.7680423,,,
मिठास,18.5952281,73.7691096,,,
नायट्रो जीम,18.5951376,73.7688457,,,
अपोलो फार्मसी,18.5961963,73.7720889,pharmacy,,
साई मेडिको,18.5958053,73.7719249,pharmacy,,
पेटल्स लहान मुलांचा व दातांचा दवाखाना,18.5958207,73.7719831,clinic,,
आरोग्यम आयुर्वेद पंचकर्म,18.5958456,73.7721098,clinic,,
राधा,18.5958367,73.7720497,restaurant,,
Sahyadri dental clinic,18.6146244,73.7753418,dentist,,
बालाजी कार ऍक्सेसरीझ,18.6300762,73.7768199,,,
प्रिन्स हार्डवेअर आणि इलेक्ट्रिकल,18.5955022,73.7684791,,,
विमलसन्स,18.6118641,73.7842179,,,
साई बाबा देऊळ,18.5986001,73.7698255,place_of_worship,,
संदीप मंगल केंद्र,18.5875857,73.7838437,,,
Endure Fitness Club - Aundh,18.5656385,73.8065019,,,
Endure Fitness Club - Satara Road,18.4886713,73.8579949,,,
Endure Fitness Club - Ambegaon BK,18.4497215,73.8402625,,,
Endure Fitness Club - Pimple Saudagar,18.6001644,73.7876771,,,
श्रीजा क्लिनिक,18.5869919,73.7804012,clinic,,
Care plus medico,18.5869535,73.7807393,,,
हॉट चिप्स,18.5980311,73.7740941,fast_food,,
रोजवूड,18.6166317,73.7670938,restaurant,,
Ambience,18.6002848,73.775589,,,
बी आर टिंग्रे फ्लावर मार्ट,18.5961374,73.7637765,,,
The Learning Nest,18.5926119,73.7655859,kindergarten,,
द वर्ल्ड ऑफ स्वीट्स,18.5946093,73.7636507,,,
श्री वाईन्स,18.5946379,73.7639408,,,
रेवा वाईन्स,18.5946415,73.7638951,,,
रोहीत वडेवाले,18.5946403,73.7637697,fast_food,,
इंदौरी स्ट्रीट,18.59464,73.7637029,fast_food,,
हल्दीराम,18.5946391,73.7640134,,,
येवले अमृततुल्य,18.5946407,73.7638278,cafe,,
शब्दा,18.5960005,73.7730588,library,,
श्री समर्थ ॲाटो,18.5959802,73.7728369,,,
धंगरबाबा देऊळ,18.6099701,73.7822441,place_of_worship,,
ॐ योग साघन,18.5891896,73.7719226,,,
महिंद्रा लॉजिस्टिक,18.7438803,73.7464979,,,
सारयोग,18.5870865,73.7819914,,,
आदर्श लेडीज टेलर,18.5864683,73.7843329,,,
शीव मंदीर,18.5866894,73.7843744,place_of_worship,,
Bhairoba Mandir,18.472974,73.977886,place_of_worship,,
Fursungi Post Office,18.4740237,73.9778272,post_office,,
Mahadev Temple,18.472537,73.9781636,place_of_worship,,
New Malhar Mart,18.4641942,73.9788491,,,
Hotel Gavkari,18.4597538,73.9793272,restaurant,,
Anamol tailor,18.5942884,73.7685825,,,
Mitrya mart,18.5946718,73.7688626,,,
Hafelle studio partner,18.5945143,73.7686735,,,
Dr Patil’s dental hospital,18.5947058,73.7688817,clinic,,
Bakers Delight,18.669752,73.7301634,,,
Vijay Supermarket,18.67593,73.7316306,,,
Vardan Clinic,18.6727318,73.7323569,hospital,,
टांगली ऑटोजिस्टिक प्राइवेट लिमिटेड,18.7223364,73.8535103,,,
मॅाडर्न बेकरी,18.5937689,73.7630658,,,
Pind Punjab,18.5949269,73.7215965,restaurant,,
Agarwal Ladies Shopee,18.6755116,73.7315419,,,
Swamy Bakery & General Stores,18.674847,73.7307289,,,
Vikas Medical,18.6725894,73.7325622,pharmacy,,
DMART,18.6466562,73.7566342,,,
Krishna Veg,18.6601747,73.7300846,restaurant,,
Laundermate,18.5882985,73.7817432,,,
Super fine laundry,18.5991857,73.7731204,,,
Holistic health clinic,18.599153,73.7731198,clinic,,
Riddhi Siddhi Costumes,18.5990936,73.7731099,,,
मी अँड मोम्स,18.5961944,73.7694719,,,
जोगेश्वरी पुजा भांडार,18.6008069,73.770097,,,
नीलकमल,18.5898521,73.7722675,,,
Nishkarsh Imaging Center,18.6123011,73.7659332,clinic,,
Chest And Dental Care,18.6119908,73.7658593,clinic,,
Saswad police station,18.3463353,74.0298813,police,,
अस्मिता वडेवाले,18.3502498,74.0284836,restaurant,,
Mayur Farsan and paper plates,18.5956876,73.7634981,fast_food,,
Taste of Indore,18.5946627,73.7632833,restaurant,,
Mule Hospital and Chikitsalay diagnostics,18.5867313,73.7809817,hospital,,
Sudama bhel,18.6283132,73.7808072,fast_food,,
Devika Auto,18.5906612,73.7683518,,,
Tiny steps childcare and vaccination clinic,18.5988426,73.7639936,clinic,,
Bafna medico,18.598503,73.7643805,,,
जॉकी,18.5952083,73.7689965,,,
7th heaven,18.5951587,73.7686858,,,
टाइटन,18.5951997,73.7689072,,,
New Poona bakery,18.5987182,73.7698438,,,
श्री स्वामी समर्थ अमृततुल्य,18.5986822,73.7698404,cafe,,
Wakad post office,18.5926371,73.7617578,post_office,,
शालगर,18.6316353,73.7837963,,,
शंभो सिल्क अँड सारीज,18.6317314,73.7838854,,,
Dream girl fashion,18.5962011,73.7740474,,,
श्री गणेश रसवंती गृह,18.5962751,73.7740191,fast_food,,
St. Edmund Campion Preschool,18.5359982,73.8192931,school,,
Kidzee Preschool and Daycare Center,18.5487204,73.791295,childcare,,
Vohuman Cafe,18.5324382,73.8768496,cafe,,
Shrimanti Misal and Snacks,18.5059152,73.8527205,restaurant,,
Cake story desserts,18.614836,73.7660608,,,
Premium beer and wines,18.5949212,73.7685695,,,
Surve's Pure Nonveg,18.5588208,73.7920506,restaurant,,
Care Cure,18.5446709,73.7928453,pharmacy,,
Mateshwari Super Market,18.5447177,73.7928522,,,
Amul Cafe,18.5447655,73.7928621,ice_cream,,
Weekly Farmer's Market,18.5431714,73.7897344,marketplace,,
परमार्थ निकेतन,18.6021541,73.776097,place_of_worship,,
Om Sai medical and surgical,18.5930057,73.7734116,pharmacy,,
आरोग्य क्लिनिक,18.5930548,73.7734071,clinic,,
जाधव डेअरी,18.5936273,73.7735193,,,
Wellness 24,18.5941482,73.773536,,,
निसर्ग मिसळ,18.5940272,73.7737059,restaurant,,
Little miracle childrens hospital,18.5945809,73.7687807,hospital,,
Gold’s Gym,18.6002698,73.769614,,,
Casuals,18.5962891,73.7735314,,,
क्रोमा,18.5986449,73.7634511,,,
बंगाली मच्छी बाजार,18.594982,73.7636097,,,
Veggovilla,18.586647,73.7809769,,,
Sakee Wine,18.5903561,73.7690587,,,
Healthwell pharmacy,18.5929308,73.7687523,,,
Dr Prachi’s dental care,18.5928736,73.7687499,dentist,,
Cafe buddy’s espresso,18.5918784,73.768793,cafe,,
Liver and gastro clinic,18.598837,73.764061,clinic,,
रोहिणी आयुर्वेद,18.5988097,73.7640696,clinic,,
Car Hub,18.5923546,73.7637759,,,
Meridian Ice Cream,18.4681283,73.8889186,,,
Parking,18.4085359,73.9060819,parking_space,,
Indusbank,18.4785123,73.8903509,bank,,
Pets Spot,18.53642,73.8993885,,,
Cool Kuts,18.5364161,73.8994181,,,
Statue,18.4158485,74.0064916,,,
Jwala Maruti Mandir,18.4239089,74.0087149,place_of_worship,,
Gaarva Family restaurant,18.5953786,73.7637126,restaurant,,
खानदेशी,18.5948741,73.7640173,fast_food,,
Babysure IVF centre,18.5067162,73.9083588,clinic,,
D Building,18.5544314,73.7592528,,,
ICEANO Natural ice cream,18.5816448,73.7837716,ice_cream,,
Manipal Hospital,18.5663598,73.7695757,hospital,,
Amritsari,18.5955251,73.7686891,restaurant,,
Ambika automotive paints,18.5886254,73.7819487,,,
Atharva Nursing Home,18.5886469,73.7819956,clinic,,
Apollo pharmacy,18.5886218,73.7819979,pharmacy,,
Shree dental clinic,18.5886054,73.7820702,dentist,,
संज्योत क्लिनिक,18.588626,73.7820738,clinic,,
आनंद मेडिकल,18.588608,73.7821037,pharmacy,,
विशाल मेडिकल,18.5886414,73.7817629,pharmacy,,
Sai dry fruits,18.5886337,73.7818103,,,
फेमस स्पेशल चहा,18.5886019,73.7821713,cafe,,
SB bikes,18.5300796,73.8617475,,,
Omkar,18.5310171,73.8756821,pharmacy,,
The Gazebo world of Veg,18.5898923,73.7672497,restaurant,,
Bajaj Service,18.5904508,73.7672736,,,
Heal 24,18.4553291,73.8788267,clinic,,
Hattrick Sports,18.5953975,73.7671919,,,
Mayur kitchen store,18.5953911,73.7671154,,,
Mukesh wines,18.5953894,73.7670362,,,
Wine shop,18.523297,73.9331436,,,
बंगाली मच्छी मार्केट,18.5950439,73.7668031,,,
मॉडर्न सायकल,18.605746,73.7786642,,,
Bajaj Chetak experience center,18.5302017,73.8438116,,,
Surendra cycle,18.5109079,73.8355335,,,
Bajaj KTM,18.5387536,73.8514479,,,
राजगीर,18.5950428,73.7668409,,,
Titan salon,18.5950371,73.7667017,,,
Sorriso - Italian restaurant,18.5317721,73.9102836,restaurant,,
Jyotirling jewellers,18.5975893,73.7739362,,,
Shivshakti footwear,18.5976693,73.7739537,,,
Divine Saloon,18.5975307,73.773922,,,
Yash mobile,18.5963448,73.7737732,,,
KG,18.5812081,73.8154753,,,
Fluffy egg,18.5975605,73.7697014,fast_food,,
Poona Music Society,18.5205159,73.8787236,theatre,,
Real mart,18.5185589,73.9194119,,,
Third wave coffee,18.5391027,73.9000346,cafe,,
Spoken English Classes,18.5912909,73.7522283,language_school,,
AB's - Absolute Barbecues,18.5908419,73.7530731,restaurant,,
Venky’s xprs,18.5909503,73.7528108,fast_food,,
Astha,18.5485379,73.7909058,social_facility,,
Omkar motor driving school,18.5948975,73.7664081,driving_school,,
Bikers Lab,18.5948927,73.7663577,,,
Dragon tales,18.5949044,73.7664676,restaurant,,
Dutta Mandir,18.5106647,73.7656566,place_of_worship,,
